xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53963.01,254.71,254.71,809.84,197.41,150.74,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53969.26,254.74,254.74,577.16,124.37,93.42,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54007.84,254.91,254.91,871.74,213.78,176.35,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54038.09,255.05,255.05,1213.85,324.44,232.33,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54044.12,255.08,255.08,980.17,173.66,160.08,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54047.74,255.09,255.09,743.95,136.98,122.62,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54049.97,255.1,255.1,646.56,129.57,100.31,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54050.75,255.11,255.11,746.85,178.96,142.83,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54051.53,255.11,255.11,815.48,193.95,153.19,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54052.57,255.11,255.11,645.17,127.47,102.36,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54054.13,255.12,255.12,564.28,118.09,97.88,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54060.41,255.15,255.15,495.41,123.2,93.44,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54080.3,255.24,255.24,570.33,114.99,98.23,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.2235,158.25933
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53942.17,254.62,254.62,695.34,177.89,159.21,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53952.57,254.67,254.67,1053.52,285.35,230.25,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53963.35,254.71,254.71,886.88,309.65,234.77,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53974.13,254.76,254.76,1002.19,550.18,343.59,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,53986.58,254.82,254.82,1089.96,415.61,313.17,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54017.39,254.96,254.96,1305.17,473.52,345.66,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54026.85,255,255,1498.24,403.3,345.2,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54038.98,255.05,255.05,875.38,215.41,210.56,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54046.89,255.09,255.09,488.18,185.7,141.92,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54047.18,255.09,255.09,606.57,272.29,181.39,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54049.01,255.1,255.1,2335.39,1704.72,822.33,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54049.72,255.1,255.1,1213.46,371.63,288.77,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54049.72,255.1,255.1,995.53,556.93,366.17,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54050.15,255.1,255.1,1025.16,791.29,418.2,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54051.35,255.11,255.11,1389.13,723.07,442.06,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54054.51,255.12,255.12,578.77,212.77,150.94,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54064.75,255.17,255.17,482.78,144.43,126.14,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54074.54,255.21,255.21,547.75,168.08,130.29,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,54088.01,255.27,255.27,527.38,362.21,183.42,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,-28.835,2.63917
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,56066,264.12,264.12,946.36,191.14,166.88,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55929,263.5,263.5,684.83,171.54,126.9,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55919,263.46,263.46,1091.12,214.55,188.69,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55882.69,263.3,263.3,1731.84,489.26,387.36,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55836.46,263.09,263.09,1932.7,540.28,395.26,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55797.5,262.92,262.92,2037.38,597.96,437.03,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,55683.84,262.41,262.41,1068.5,213.6,178.6,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,added age uncertainties based on power fit on LR04 uncertainties,32.65183,158.506
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,39807.93,1,1,1072.46,233.07,181.04,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,39910.95,1,1,886.85,175.43,136.05,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,39982.67,1,1,866.11,163.34,145.84,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40061.54,1,1,1171.7,277.37,202.99,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40110.88,1,1,1196.81,222.72,199.64,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40250.21,1,1,955.94,177.79,162.73,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40394.07,1,1,935,193.38,148.79,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40517.2,1,1,937.45,184.4,156.93,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40648.94,1,1,894.24,186,148.56,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,41012.33,1,1,1169.12,241.99,193.42,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,9.26567,-54.54403
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,39123.61,10.28,10.28,786.69,150.35,124.68,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,18.4404,-179.555
boron_isotopes_anagnostou_2020_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,39327.36,1.13,1.13,895.56,179.54,149.33,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",10.1038/s41467-020-17887-x,true,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,true,false,False,false,,18.4404,-179.555
